medium location target_lum D1 D2 D3 D4 E1 E2 E3 E4 F1 F2 F3 F4 G1 G2 G3 G4 f2_refl f3_refl e3_refl start_int start_lum n_changes match_int match_lum
transp_dark_steep e3 0.49 0.19215686 0.2 0.25882353 0.26666667 0.03921569 0.04313725 0.08627451 0.16470588 0.03137255 0.02745098 0.26666667 0.21960784 0.05882353 0.32156863 0.21176471 0.02745098 0.065 1.768 0.49 0.0368315767 18.3929343937 7 0.15 74.9069251847
transp_dark_steep f2 0.065 0.19215686 0.2 0.25882353 0.26666667 0.03921569 0.04313725 0.08627451 0.16470588 0.03137255 0.02745098 0.26666667 0.21960784 0.05882353 0.32156863 0.21176471 0.02745098 0.065 1.768 0.49 0.4843468929 241.872909791 8 0.1843468929 92.0590594213
transp_dark_steep f3 1.768 0.19215686 0.2 0.25882353 0.26666667 0.03921569 0.04313725 0.08627451 0.16470588 0.03137255 0.02745098 0.26666667 0.21960784 0.05882353 0.32156863 0.21176471 0.02745098 0.065 1.768 0.49 0.6931934213 346.166584987 16 0.3931934213 196.352734618
transp_dark_steep e3 0.49 0.19215686 0.2 0.25882353 0.26666667 0.03921569 0.04313725 0.08627451 0.16470588 0.03137255 0.02745098 0.26666667 0.21960784 0.05882353 0.32156863 0.21176471 0.02745098 0.065 1.768 0.49 0.2903594736 144.999569126 2 0.1903594736 95.0616190029
transp_dark_steep f2 0.065 0.19215686 0.2 0.25882353 0.26666667 0.03921569 0.04313725 0.08627451 0.16470588 0.03137255 0.02745098 0.26666667 0.21960784 0.05882353 0.32156863 0.21176471 0.02745098 0.065 1.768 0.49 0.2881906217 143.916488941 5 0.0381906217 19.0716136329
transp_dark_steep f3 1.768 0.19215686 0.2 0.25882353 0.26666667 0.03921569 0.04313725 0.08627451 0.16470588 0.03137255 0.02745098 0.26666667 0.21960784 0.05882353 0.32156863 0.21176471 0.02745098 0.065 1.768 0.49 0.1992927544 99.5227162923 9 0.4492927544 224.3675916
transp_dark_steep e3 0.065 0.14901961 0.2 0.25882353 0.21176471 0.30588235 0.2 0.02745098 0.3372549 0.30588235 0.03137255 0.0627451 0.02745098 0.11372549 0.08627451 0.04313725 0.04313725 0.092 0.305 0.065 0.1927944686 96.2776055452 6 0.0277944686 13.8799878421
transp_dark_steep f2 0.092 0.14901961 0.2 0.25882353 0.21176471 0.30588235 0.2 0.02745098 0.3372549 0.30588235 0.03137255 0.0627451 0.02745098 0.11372549 0.08627451 0.04313725 0.04313725 0.092 0.305 0.065 0.1374716112 68.6505046161 7 0.035 17.4782825431
transp_dark_steep f3 0.305 0.14901961 0.2 0.25882353 0.21176471 0.30588235 0.2 0.02745098 0.3372549 0.30588235 0.03137255 0.0627451 0.02745098 0.11372549 0.08627451 0.04313725 0.04313725 0.092 0.305 0.065 0.4462533989 222.849799765 6 0.1462533989 73.0359493952
transp_dark_steep e3 0.065 0.14901961 0.2 0.25882353 0.21176471 0.30588235 0.2 0.02745098 0.3372549 0.30588235 0.03137255 0.0627451 0.02745098 0.11372549 0.08627451 0.04313725 0.04313725 0.092 0.305 0.065 0.3815450978 190.535800641 12 0.015 7.4906925185
transp_dark_steep f2 0.092 0.14901961 0.2 0.25882353 0.21176471 0.30588235 0.2 0.02745098 0.3372549 0.30588235 0.03137255 0.0627451 0.02745098 0.11372549 0.08627451 0.04313725 0.04313725 0.092 0.305 0.065 0.365822429 182.684222157 10 0.030822429 15.392089244
transp_dark_steep f3 0.305 0.14901961 0.2 0.25882353 0.21176471 0.30588235 0.2 0.02745098 0.3372549 0.30588235 0.03137255 0.0627451 0.02745098 0.11372549 0.08627451 0.04313725 0.04313725 0.092 0.305 0.065 0.3265429561 163.068858528 4 0.1265429561 63.1929582821
transp_dark_steep e3 0.171 0.03921569 0.2 0.20392157 0.12156863 0.05882353 0.05882353 0.04313725 0.2745098 0.11372549 0.03137255 0.12156863 0.0627451 0.2 0.08627451 0.02745098 0.12941176 0.092 0.73 0.171 0.5447706149 272.047277954 14 0.0647706149 32.3451173631
transp_dark_steep f2 0.092 0.03921569 0.2 0.20392157 0.12156863 0.05882353 0.05882353 0.04313725 0.2745098 0.11372549 0.03137255 0.12156863 0.0627451 0.2 0.08627451 0.02745098 0.12941176 0.092 0.73 0.171 0.2670628562 133.365715946 9 0.0370628562 18.5084306625
transp_dark_steep f3 0.73 0.03921569 0.2 0.20392157 0.12156863 0.05882353 0.05882353 0.04313725 0.2745098 0.11372549 0.03137255 0.12156863 0.0627451 0.2 0.08627451 0.02745098 0.12941176 0.092 0.73 0.171 0.8738170606 436.36632791 12 0.2738170606 136.738627171
transp_dark_steep e3 0.171 0.03921569 0.2 0.20392157 0.12156863 0.05882353 0.05882353 0.04313725 0.2745098 0.11372549 0.03137255 0.12156863 0.0627451 0.2 0.08627451 0.02745098 0.12941176 0.092 0.73 0.171 0.134240481 67.0369444235 1 0.084240481 42.067969362
transp_dark_steep f2 0.092 0.03921569 0.2 0.20392157 0.12156863 0.05882353 0.05882353 0.04313725 0.2745098 0.11372549 0.03137255 0.12156863 0.0627451 0.2 0.08627451 0.02745098 0.12941176 0.092 0.73 0.171 0.8223100253 410.644770276 22 0.0423100253 21.1287593154
transp_dark_steep f3 0.73 0.03921569 0.2 0.20392157 0.12156863 0.05882353 0.05882353 0.04313725 0.2745098 0.11372549 0.03137255 0.12156863 0.0627451 0.2 0.08627451 0.02745098 0.12941176 0.092 0.73 0.171 0.9367025446 467.770049512 11 0.3867025446 193.111323835
transp_dark_steep e3 0.171 0.10980392 0.30980392 0.05882353 0.08627451 0.08235294 0.03137255 0.04313725 0.02745098 0.02745098 0.03137255 0.26666667 0.04313725 0.2 0.05882353 0.0627451 0.34901961 0.092 1.768 0.171 0.3193266177 159.46516707 19 0.0843266177 42.1109842811
transp_dark_steep f2 0.092 0.10980392 0.30980392 0.05882353 0.08627451 0.08235294 0.03137255 0.04313725 0.02745098 0.02745098 0.03137255 0.26666667 0.04313725 0.2 0.05882353 0.0627451 0.34901961 0.092 1.768 0.171 0.8382869536 418.623320775 24 0.0632869536 31.6042073202
transp_dark_steep f3 1.768 0.10980392 0.30980392 0.05882353 0.08627451 0.08235294 0.03137255 0.04313725 0.02745098 0.02745098 0.03137255 0.26666667 0.04313725 0.2 0.05882353 0.0627451 0.34901961 0.092 1.768 0.171 0.5003251523 249.852125033 14 0.3503251523 174.945199848
transp_dark_steep e3 0.171 0.10980392 0.30980392 0.05882353 0.08627451 0.08235294 0.03137255 0.04313725 0.02745098 0.02745098 0.03137255 0.26666667 0.04313725 0.2 0.05882353 0.0627451 0.34901961 0.092 1.768 0.171 0.7873746848 393.19877739 13 0.1373746848 68.60210159
transp_dark_steep f2 0.092 0.10980392 0.30980392 0.05882353 0.08627451 0.08235294 0.03137255 0.04313725 0.02745098 0.02745098 0.03137255 0.26666667 0.04313725 0.2 0.05882353 0.0627451 0.34901961 0.092 1.768 0.171 0.9714432034 485.118822385 18 0.0714432034 35.6772712769
transp_dark_steep f3 1.768 0.10980392 0.30980392 0.05882353 0.08627451 0.08235294 0.03137255 0.04313725 0.02745098 0.02745098 0.03137255 0.26666667 0.04313725 0.2 0.05882353 0.0627451 0.34901961 0.092 1.768 0.171 0.0544097516 27.1711146362 12 0.4544097516 226.922915129
transp_dark_steep e3 0.092 0.14901961 0.08235294 0.04313725 0.02745098 0.03921569 0.11764706 0.03137255 0.21568627 0.05882353 0.04313725 0.02745098 0.1254902 0.30980392 0.16078431 0.33333333 0.03137255 0.171 0.065 0.092 0.1465248089 73.1714859679 2 0.0465248089 23.2335358447
transp_dark_steep f2 0.171 0.14901961 0.08235294 0.04313725 0.02745098 0.03921569 0.11764706 0.03137255 0.21568627 0.05882353 0.04313725 0.02745098 0.1254902 0.30980392 0.16078431 0.33333333 0.03137255 0.171 0.065 0.092 0.4910151225 245.202886976 10 0.0910151225 45.4510864837
transp_dark_steep f3 0.065 0.14901961 0.08235294 0.04313725 0.02745098 0.03921569 0.11764706 0.03137255 0.21568627 0.05882353 0.04313725 0.02745098 0.1254902 0.30980392 0.16078431 0.33333333 0.03137255 0.171 0.065 0.092 0.511113188 255.239448873 23 0.031113188 15.5372882821
transp_dark_steep e3 0.092 0.14901961 0.08235294 0.04313725 0.02745098 0.03921569 0.11764706 0.03137255 0.21568627 0.05882353 0.04313725 0.02745098 0.1254902 0.30980392 0.16078431 0.33333333 0.03137255 0.171 0.065 0.092 0.9640137711 481.408716195 17 0.1140137711 56.9361401486
transp_dark_steep f2 0.171 0.14901961 0.08235294 0.04313725 0.02745098 0.03921569 0.11764706 0.03137255 0.21568627 0.05882353 0.04313725 0.02745098 0.1254902 0.30980392 0.16078431 0.33333333 0.03137255 0.171 0.065 0.092 0.1446699768 72.2452208758 1 0.0946699768 47.2762458142
transp_dark_steep f3 0.065 0.14901961 0.08235294 0.04313725 0.02745098 0.03921569 0.11764706 0.03137255 0.21568627 0.05882353 0.04313725 0.02745098 0.1254902 0.30980392 0.16078431 0.33333333 0.03137255 0.171 0.065 0.092 0.437578711 218.517838467 8 0.037578711 18.7660379746
transp_dark_steep e3 0.49 0.30196078 0.30980392 0.20392157 0.26666667 0.08235294 0.04313725 0.08627451 0.02745098 0.02745098 0.04313725 0.03137255 0.27843137 0.11372549 0.20784314 0.0627451 0.0627451 0.171 0.092 0.49 0.6026099591 300.931060797 7 0.2526099591 126.148235366
transp_dark_steep f2 0.171 0.30196078 0.30980392 0.20392157 0.26666667 0.08235294 0.04313725 0.08627451 0.02745098 0.02745098 0.04313725 0.03137255 0.27843137 0.11372549 0.20784314 0.0627451 0.0627451 0.171 0.092 0.49 0.8603929883 429.662621336 19 0.1303929883 65.1155854372
transp_dark_steep f3 0.092 0.30196078 0.30980392 0.20392157 0.26666667 0.08235294 0.04313725 0.08627451 0.02745098 0.02745098 0.04313725 0.03137255 0.27843137 0.11372549 0.20784314 0.0627451 0.0627451 0.171 0.092 0.49 0.6158319197 307.533836895 16 0.0508319197 25.3844186991
transp_dark_steep e3 0.49 0.30196078 0.30980392 0.20392157 0.26666667 0.08235294 0.04313725 0.08627451 0.02745098 0.02745098 0.04313725 0.03137255 0.27843137 0.11372549 0.20784314 0.0627451 0.0627451 0.171 0.092 0.49 0.851303115 425.123324976 15 0.201303115 100.526649175
transp_dark_steep f2 0.171 0.30196078 0.30980392 0.20392157 0.26666667 0.08235294 0.04313725 0.08627451 0.02745098 0.02745098 0.04313725 0.03137255 0.27843137 0.11372549 0.20784314 0.0627451 0.0627451 0.171 0.092 0.49 0.4592326424 229.331367925 7 0.1092326424 54.5485424942
transp_dark_steep f3 0.092 0.30196078 0.30980392 0.20392157 0.26666667 0.08235294 0.04313725 0.08627451 0.02745098 0.02745098 0.04313725 0.03137255 0.27843137 0.11372549 0.20784314 0.0627451 0.0627451 0.171 0.092 0.49 0.5419408455 270.634149142 13 0.0469408455 23.4412960322
transp_dark_steep e3 1.369 0.14901961 0.04313725 0.15686275 0.02745098 0.03137255 0.25490196 0.20784314 0.3372549 0.11372549 0.04313725 0.12156863 0.04313725 0.04313725 0.11764706 0.04313725 0.04313725 0.171 0.73 1.369 0.2639739464 131.823177675 5 0.3139739464 156.792152737
transp_dark_steep f2 0.171 0.14901961 0.04313725 0.15686275 0.02745098 0.03137255 0.25490196 0.20784314 0.3372549 0.11372549 0.04313725 0.12156863 0.04313725 0.04313725 0.11764706 0.04313725 0.04313725 0.171 0.73 1.369 0.3572280081 178.392344524 11 0.0772280081 38.5660841787
transp_dark_steep f3 0.73 0.14901961 0.04313725 0.15686275 0.02745098 0.03137255 0.25490196 0.20784314 0.3372549 0.11372549 0.04313725 0.12156863 0.04313725 0.04313725 0.11764706 0.04313725 0.04313725 0.171 0.73 1.369 0.2601223945 129.899791613 0 0.2601223945 129.899791613
transp_dark_steep e3 1.369 0.14901961 0.04313725 0.15686275 0.02745098 0.03137255 0.25490196 0.20784314 0.3372549 0.11372549 0.04313725 0.12156863 0.04313725 0.04313725 0.11764706 0.04313725 0.04313725 0.171 0.73 1.369 0.5822035223 290.740504589 4 0.3822035223 190.864604343
transp_dark_steep f2 0.171 0.14901961 0.04313725 0.15686275 0.02745098 0.03137255 0.25490196 0.20784314 0.3372549 0.11372549 0.04313725 0.12156863 0.04313725 0.04313725 0.11764706 0.04313725 0.04313725 0.171 0.73 1.369 0.7401955534 369.638486267 13 0.0901955534 45.0418104668
transp_dark_steep f3 0.73 0.14901961 0.04313725 0.15686275 0.02745098 0.03137255 0.25490196 0.20784314 0.3372549 0.11372549 0.04313725 0.12156863 0.04313725 0.04313725 0.11764706 0.04313725 0.04313725 0.171 0.73 1.369 0.4906861214 245.038590559 5 0.2406861214 120.193715251
transp_dark_steep e3 1.768 0.05882353 0.08235294 0.03137255 0.21176471 0.11372549 0.02745098 0.2627451 0.3372549 0.11372549 0.05882353 0.21176471 0.02745098 0.05882353 0.11764706 0.16470588 0.28235294 0.305 1.369 1.768 0.5278647625 263.604841826 1 0.4778647625 238.635866764
transp_dark_steep f2 0.305 0.05882353 0.08235294 0.03137255 0.21176471 0.11372549 0.02745098 0.2627451 0.3372549 0.11372549 0.05882353 0.21176471 0.02745098 0.05882353 0.11764706 0.16470588 0.28235294 0.305 1.369 1.768 0.996330155 497.546855863 16 0.196330155 98.0432548778
transp_dark_steep f3 1.369 0.05882353 0.08235294 0.03137255 0.21176471 0.11372549 0.02745098 0.2627451 0.3372549 0.11372549 0.05882353 0.21176471 0.02745098 0.05882353 0.11764706 0.16470588 0.28235294 0.305 1.369 1.768 0.1988891107 99.3211449115 5 0.4488891107 224.166020219
transp_dark_steep e3 1.768 0.05882353 0.08235294 0.03137255 0.21176471 0.11372549 0.02745098 0.2627451 0.3372549 0.11372549 0.05882353 0.21176471 0.02745098 0.05882353 0.11764706 0.16470588 0.28235294 0.305 1.369 1.768 0.6525810038 325.885576194 2 0.5525810038 275.947626071
transp_dark_steep f2 0.305 0.05882353 0.08235294 0.03137255 0.21176471 0.11372549 0.02745098 0.2627451 0.3372549 0.11372549 0.05882353 0.21176471 0.02745098 0.05882353 0.11764706 0.16470588 0.28235294 0.305 1.369 1.768 0.3249710679 162.283889797 5 0.1749710679 87.3769646124
transp_dark_steep f3 1.369 0.05882353 0.08235294 0.03137255 0.21176471 0.11372549 0.02745098 0.2627451 0.3372549 0.11372549 0.05882353 0.21176471 0.02745098 0.05882353 0.11764706 0.16470588 0.28235294 0.305 1.369 1.768 0.5677644517 283.529928692 4 0.3677644517 183.654028446
transp_dark_steep e3 0.092 0.24313725 0.08235294 0.05882353 0.33333333 0.08235294 0.02745098 0.03137255 0.21568627 0.04313725 0.08627451 0.02745098 0.02745098 0.04313725 0.04313725 0.12156863 0.03137255 0.49 0.065 0.092 0.3698569505 184.698979455 9 0.1098569505 54.8603091344
transp_dark_steep f2 0.49 0.24313725 0.08235294 0.05882353 0.33333333 0.08235294 0.02745098 0.03137255 0.21568627 0.04313725 0.08627451 0.02745098 0.02745098 0.04313725 0.04313725 0.12156863 0.03137255 0.49 0.065 0.092 0.3995129188 199.508562149 1 0.3495129188 174.539587088
transp_dark_steep f3 0.065 0.24313725 0.08235294 0.05882353 0.33333333 0.08235294 0.02745098 0.03137255 0.21568627 0.04313725 0.08627451 0.02745098 0.02745098 0.04313725 0.04313725 0.12156863 0.03137255 0.49 0.065 0.092 0.2057485642 102.746615347 5 0.0557485642 27.8396901627
transp_dark_steep e3 0.092 0.24313725 0.08235294 0.05882353 0.33333333 0.08235294 0.02745098 0.03137255 0.21568627 0.04313725 0.08627451 0.02745098 0.02745098 0.04313725 0.04313725 0.12156863 0.03137255 0.49 0.065 0.092 0.1327296574 66.2824701022 1 0.0827296574 41.3134950406
transp_dark_steep f2 0.49 0.24313725 0.08235294 0.05882353 0.33333333 0.08235294 0.02745098 0.03137255 0.21568627 0.04313725 0.08627451 0.02745098 0.02745098 0.04313725 0.04313725 0.12156863 0.03137255 0.49 0.065 0.092 0.2992299639 149.429310127 2 0.2992299639 149.429310127
transp_dark_steep f3 0.065 0.24313725 0.08235294 0.05882353 0.33333333 0.08235294 0.02745098 0.03137255 0.21568627 0.04313725 0.08627451 0.02745098 0.02745098 0.04313725 0.04313725 0.12156863 0.03137255 0.49 0.065 0.092 0.5311389144 265.239886154 10 0.0311389144 15.5501355385
transp_dark_steep e3 0.305 0.14901961 0.04313725 0.11764706 0.12156863 0.30588235 0.08235294 0.0627451 0.03137255 0.03137255 0.08627451 0.32941176 0.34509804 0.2 0.05882353 0.12156863 0.34901961 0.49 2.22 0.305 0.8916156791 445.254593119 15 0.1416156791 70.7199671953
transp_dark_steep f2 0.49 0.14901961 0.04313725 0.11764706 0.12156863 0.30588235 0.08235294 0.0627451 0.03137255 0.03137255 0.08627451 0.32941176 0.34509804 0.2 0.05882353 0.12156863 0.34901961 0.49 2.22 0.305 0.4903026107 244.847073168 8 0.2903026107 144.971172921
transp_dark_steep f3 2.22 0.14901961 0.04313725 0.11764706 0.12156863 0.30588235 0.08235294 0.0627451 0.03137255 0.03137255 0.08627451 0.32941176 0.34509804 0.2 0.05882353 0.12156863 0.34901961 0.49 2.22 0.305 0.8070481755 403.023315327 8 0.5070481755 253.209464958
transp_dark_steep e3 0.305 0.14901961 0.04313725 0.11764706 0.12156863 0.30588235 0.08235294 0.0627451 0.03137255 0.03137255 0.08627451 0.32941176 0.34509804 0.2 0.05882353 0.12156863 0.34901961 0.49 2.22 0.305 0.3042097565 151.916116467 4 0.1042097565 52.0402162207
transp_dark_steep f2 0.49 0.14901961 0.04313725 0.11764706 0.12156863 0.30588235 0.08235294 0.0627451 0.03137255 0.03137255 0.08627451 0.32941176 0.34509804 0.2 0.05882353 0.12156863 0.34901961 0.49 2.22 0.305 0.5801810204 289.730508592 7 0.2301810204 114.947683161
transp_dark_steep f3 2.22 0.14901961 0.04313725 0.11764706 0.12156863 0.30588235 0.08235294 0.0627451 0.03137255 0.03137255 0.08627451 0.32941176 0.34509804 0.2 0.05882353 0.12156863 0.34901961 0.49 2.22 0.305 0.0123898034 6.187213845 12 0.6123898034 305.814914584
transp_dark_steep e3 1.369 0.30196078 0.15294118 0.04313725 0.12156863 0.30588235 0.15686275 0.20784314 0.03137255 0.02745098 0.15686275 0.12156863 0.04313725 0.02745098 0.20784314 0.02745098 0.17254902 1.023 0.73 1.369 0.2177290509 108.72942485 10 0.5177290509 258.54327522
transp_dark_steep f2 1.023 0.30196078 0.15294118 0.04313725 0.12156863 0.30588235 0.15686275 0.20784314 0.03137255 0.02745098 0.15686275 0.12156863 0.04313725 0.02745098 0.20784314 0.02745098 0.17254902 1.023 0.73 1.369 0.0088539257 4.4214689809 11 0.3 149.813850369
transp_dark_steep f3 0.73 0.30196078 0.15294118 0.04313725 0.12156863 0.30588235 0.15686275 0.20784314 0.03137255 0.02745098 0.15686275 0.12156863 0.04313725 0.02745098 0.20784314 0.02745098 0.17254902 1.023 0.73 1.369 0.4465165465 222.981210286 4 0.2465165465 123.10531004
transp_dark_steep e3 1.369 0.30196078 0.15294118 0.04313725 0.12156863 0.30588235 0.15686275 0.20784314 0.03137255 0.02745098 0.15686275 0.12156863 0.04313725 0.02745098 0.20784314 0.02745098 0.17254902 1.023 0.73 1.369 0.3449317011 172.251820847 7 0.5949317011 297.096696154
transp_dark_steep f2 1.023 0.30196078 0.15294118 0.04313725 0.12156863 0.30588235 0.15686275 0.20784314 0.03137255 0.02745098 0.15686275 0.12156863 0.04313725 0.02745098 0.20784314 0.02745098 0.17254902 1.023 0.73 1.369 0.702077833 350.603278087 7 0.352077833 175.820452656
transp_dark_steep f3 0.73 0.30196078 0.15294118 0.04313725 0.12156863 0.30588235 0.15686275 0.20784314 0.03137255 0.02745098 0.15686275 0.12156863 0.04313725 0.02745098 0.20784314 0.02745098 0.17254902 1.023 0.73 1.369 0.9975039137 498.13300691 14 0.2975039137 148.567356048
transp_dark_steep e3 0.305 0.30196078 0.05882353 0.04313725 0.16470588 0.03137255 0.31372549 0.0627451 0.3372549 0.11372549 0.15686275 0.21176471 0.1254902 0.02745098 0.16078431 0.09019608 0.09019608 1.023 1.369 0.305 0.2320610501 115.886531473 3 0.0820610501 40.9796062878
transp_dark_steep f2 1.023 0.30196078 0.05882353 0.04313725 0.16470588 0.03137255 0.31372549 0.0627451 0.3372549 0.11372549 0.15686275 0.21176471 0.1254902 0.02745098 0.16078431 0.09019608 0.09019608 1.023 1.369 0.305 0.8944807458 446.68534871 11 0.3444807458 172.026623033
transp_dark_steep f3 1.369 0.30196078 0.05882353 0.04313725 0.16470588 0.03137255 0.31372549 0.0627451 0.3372549 0.11372549 0.15686275 0.21176471 0.1254902 0.02745098 0.16078431 0.09019608 0.09019608 1.023 1.369 0.305 0.7206697079 359.887679262 5 0.4706697079 235.042803954
transp_dark_steep e3 0.305 0.30196078 0.05882353 0.04313725 0.16470588 0.03137255 0.31372549 0.0627451 0.3372549 0.11372549 0.15686275 0.21176471 0.1254902 0.02745098 0.16078431 0.09019608 0.09019608 1.023 1.369 0.305 0.6461310702 322.664611581 13 0.0961310702 48.0058859036
transp_dark_steep f2 1.023 0.30196078 0.05882353 0.04313725 0.16470588 0.03137255 0.31372549 0.0627451 0.3372549 0.11372549 0.15686275 0.21176471 0.1254902 0.02745098 0.16078431 0.09019608 0.09019608 1.023 1.369 0.305 0.1976918303 98.7232476358 6 0.2976918303 148.661197759
transp_dark_steep f3 1.369 0.30196078 0.05882353 0.04313725 0.16470588 0.03137255 0.31372549 0.0627451 0.3372549 0.11372549 0.15686275 0.21176471 0.1254902 0.02745098 0.16078431 0.09019608 0.09019608 1.023 1.369 0.305 0.4781134562 238.760059298 1 0.4281134562 213.791084236
transp_dark_steep e3 0.49 0.19215686 0.02745098 0.11764706 0.02745098 0.19607843 0.08235294 0.08627451 0.04313725 0.15294118 0.20392157 0.12156863 0.03137255 0.15294118 0.04313725 0.02745098 0.0627451 1.369 0.73 0.49 0.6082775962 303.761362595 8 0.2082775962 104.009562103
transp_dark_steep f2 1.369 0.19215686 0.02745098 0.11764706 0.02745098 0.19607843 0.08235294 0.08627451 0.04313725 0.15294118 0.20392157 0.12156863 0.03137255 0.15294118 0.04313725 0.02745098 0.0627451 1.369 0.73 0.49 0.8239394912 411.458492182 8 0.4239394912 211.70669169
transp_dark_steep f3 0.73 0.19215686 0.02745098 0.11764706 0.02745098 0.19607843 0.08235294 0.08627451 0.04313725 0.15294118 0.20392157 0.12156863 0.03137255 0.15294118 0.04313725 0.02745098 0.0627451 1.369 0.73 0.49 0.8803770348 439.642244536 14 0.2803770348 140.014543798
transp_dark_steep e3 0.49 0.19215686 0.02745098 0.11764706 0.02745098 0.19607843 0.08235294 0.08627451 0.04313725 0.15294118 0.20392157 0.12156863 0.03137255 0.15294118 0.04313725 0.02745098 0.0627451 1.369 0.73 0.49 0.3458654085 172.718095167 3 0.1958654085 97.8111699819
transp_dark_steep f2 1.369 0.19215686 0.02745098 0.11764706 0.02745098 0.19607843 0.08235294 0.08627451 0.04313725 0.15294118 0.20392157 0.12156863 0.03137255 0.15294118 0.04313725 0.02745098 0.0627451 1.369 0.73 0.49 0.827446051 413.209596267 8 0.427446051 213.457795774
transp_dark_steep f3 0.73 0.19215686 0.02745098 0.11764706 0.02745098 0.19607843 0.08235294 0.08627451 0.04313725 0.15294118 0.20392157 0.12156863 0.03137255 0.15294118 0.04313725 0.02745098 0.0627451 1.369 0.73 0.49 0.6403626698 319.783990651 6 0.3403626698 169.970140281
transp_dark_steep e3 1.369 0.14901961 0.25098039 0.25882353 0.02745098 0.11372549 0.2 0.20784314 0.16470588 0.04313725 0.25882353 0.12156863 0.1254902 0.08235294 0.04313725 0.09019608 0.09019608 1.768 0.73 1.369 0.6699012886 334.534971384 6 0.3699012886 184.721121014
transp_dark_steep f2 1.768 0.14901961 0.25098039 0.25882353 0.02745098 0.11372549 0.2 0.20784314 0.16470588 0.04313725 0.25882353 0.12156863 0.1254902 0.08235294 0.04313725 0.09019608 0.09019608 1.768 0.73 1.369 0.1715097363 85.6484465625 10 0.5715097363 285.400247055
transp_dark_steep f3 0.73 0.14901961 0.25098039 0.25882353 0.02745098 0.11372549 0.2 0.20784314 0.16470588 0.04313725 0.25882353 0.12156863 0.1254902 0.08235294 0.04313725 0.09019608 0.09019608 1.768 0.73 1.369 0.8125891763 405.790377567 12 0.2125891763 106.162676828
transp_dark_steep e3 1.369 0.14901961 0.25098039 0.25882353 0.02745098 0.11372549 0.2 0.20784314 0.16470588 0.04313725 0.25882353 0.12156863 0.1254902 0.08235294 0.04313725 0.09019608 0.09019608 1.768 0.73 1.369 0.9077146466 453.294087481 8 0.5077146466 253.542286989
transp_dark_steep f2 1.768 0.14901961 0.25098039 0.25882353 0.02745098 0.11372549 0.2 0.20784314 0.16470588 0.04313725 0.25882353 0.12156863 0.1254902 0.08235294 0.04313725 0.09019608 0.09019608 1.768 0.73 1.369 0.3045762947 152.099158121 8 0.6045762947 301.91300849
transp_dark_steep f3 0.73 0.14901961 0.25098039 0.25882353 0.02745098 0.11372549 0.2 0.20784314 0.16470588 0.04313725 0.25882353 0.12156863 0.1254902 0.08235294 0.04313725 0.09019608 0.09019608 1.768 0.73 1.369 0.59209975 295.682477837 7 0.24209975 120.899652406
transp_dark_steep e3 2.22 0.10980392 0.30980392 0.15686275 0.04313725 0.14901961 0.25490196 0.3254902 0.1254902 0.24705882 0.25882353 0.16078431 0.02745098 0.15294118 0.20784314 0.02745098 0.22352941 1.768 1.023 2.22 0.61754105 308.387341515 1 0.56754105 283.418366454
transp_dark_steep f2 1.768 0.10980392 0.30980392 0.15686275 0.04313725 0.14901961 0.25490196 0.3254902 0.1254902 0.24705882 0.25882353 0.16078431 0.02745098 0.15294118 0.20784314 0.02745098 0.22352941 1.768 1.023 2.22 0.0501007518 25.0192884504 6 0.3501007518 174.83313882
transp_dark_steep f3 1.023 0.10980392 0.30980392 0.15686275 0.04313725 0.14901961 0.25490196 0.3254902 0.1254902 0.24705882 0.25882353 0.16078431 0.02745098 0.15294118 0.20784314 0.02745098 0.22352941 1.768 1.023 2.22 0.7743026004 386.67084637 12 0.2743026004 136.981095754
transp_dark_steep e3 2.22 0.10980392 0.30980392 0.15686275 0.04313725 0.14901961 0.25490196 0.3254902 0.1254902 0.24705882 0.25882353 0.16078431 0.02745098 0.15294118 0.20784314 0.02745098 0.22352941 1.768 1.023 2.22 0.9814244224 490.103238547 14 0.45 224.720775554
transp_dark_steep f2 1.768 0.10980392 0.30980392 0.15686275 0.04313725 0.14901961 0.25490196 0.3254902 0.1254902 0.24705882 0.25882353 0.16078431 0.02745098 0.15294118 0.20784314 0.02745098 0.22352941 1.768 1.023 2.22 0.5246092095 261.979085376 2 0.4246092095 212.041135253
transp_dark_steep f3 1.023 0.10980392 0.30980392 0.15686275 0.04313725 0.14901961 0.25490196 0.3254902 0.1254902 0.24705882 0.25882353 0.16078431 0.02745098 0.15294118 0.20784314 0.02745098 0.22352941 1.768 1.023 2.22 0.7230433918 361.073048375 11 0.2730433918 136.352272821
transp_dark_steep e3 0.73 0.03921569 0.03137255 0.20392157 0.33333333 0.02745098 0.2 0.12156863 0.02745098 0.15294118 0.31764706 0.04313725 0.0627451 0.2 0.04313725 0.0627451 0.09019608 2.22 0.171 0.73 0.7212232112 360.164087508 12 0.2212232112 110.474336893
transp_dark_steep f2 2.22 0.03921569 0.03137255 0.20392157 0.33333333 0.02745098 0.2 0.12156863 0.02745098 0.15294118 0.31764706 0.04313725 0.0627451 0.2 0.04313725 0.0627451 0.09019608 2.22 0.171 0.73 0.0616588328 30.7911571663 14 0.5 249.689750616
